player_name,team,position,position_raw,age,club_name,birth_year,matches_played,starts,total_minutes_tournament,nineties,total_goals_tournament,total_assists_tournament,goals_plus_assists,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards_tournament,red_cards_tournament,goals_per90,assists_per90
Leandro Trossard,Belgium,Midfielder,MFFW,31,1.eng Arsenal,1994,6,6,506,5.6,2,2,4,2,0,0,0,0,0.36,0.36
Auston Trusty,USA,Defender,DF,27,1.sct Celtic,1998,2,1,101,1.1,1,0,1,1,0,0,0,0,0.89,0.0
Axel Tuanzebe,Congo DR,Defender,DF,28,1.eng Burnley,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Matt Turner,USA,Goalkeeper,GK,31,1.us NE Revolution,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Ayase Ueda,Japan,Forward,FW,27,1.nl Feyenoord,1998,4,4,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28
Manuel Ugarte,Uruguay,Midfielder,MF,25,1.eng Manchester Utd,2001,3,3,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Deniz Undav,Germany,Forward,FW,29,1.de Stuttgart,1996,4,1,151,1.7,3,2,5,3,0,0,0,0,1.79,1.19
Dayot Upamecano,France,Defender,DF,27,1.de Bayern Munich,1998,8,7,660,7.3,0,1,1,0,0,0,0,0,0.0,0.14
Jakhongir Urozov,Uzbekistan,Defender,DF,22,1.uz FK Dinamo Samarqand,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Oston Urunov,Uzbekistan,Midfielder,MF,25,1.ir Persepolis,2000,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Can Uzun,Türkiye,Midfielder,MF,20,1.de Frankfurt,2005,2,0,38,0.4,0,1,1,0,0,0,0,0,0.0,2.37
Enner Valencia,Ecuador,Forward,FW,36,1.mx Pachuca,1989,4,4,287,3.2,0,0,0,0,0,0,0,0,0.0,0.0
Yan Valery,Tunisia,Defender,DF,27,1.ch Young Boys,1999,3,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0
Federico Valverde,Uruguay,Midfielder,MF,27,1.es Real Madrid,1998,3,3,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0
Virgil van Dijk,Netherlands,Defender,DF,34,1.eng Liverpool,1991,4,4,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23
Hans Vanaken,Belgium,Midfielder,MF,33,1.be Club Brugge,1992,6,3,319,3.5,1,2,3,1,0,0,0,0,0.28,0.56
Guillermo Varela,Uruguay,Defender,DF,33,1.br Flamengo,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Hélio Varela,Cabo Verde,Forward,FW,24,1.il Maccabi Tel Aviv,2002,3,0,104,1.2,1,0,1,1,0,0,0,0,0.87,0.0
Camilo Vargas,Colombia,Goalkeeper,GK,37,1.mx Atlas,1989,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0
Obed Vargas,Mexico,Midfielder,MF,20,1.es Atlético Madrid,2005,3,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Ruben Vargas,Switzerland,Midfielder,MF,27,1.es Sevilla,1998,6,3,284,3.2,2,1,3,2,0,0,0,0,0.63,0.32
Nikola Vasilj,Bosnia–Herz,Goalkeeper,GK,30,1.de St Pauli,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Johan Vásquez,Mexico,Defender,DF,27,1.it Genoa,1998,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0
Alexis Vega,Mexico,Forward,FWMF,28,1.mx Toluca,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Renato Veiga,Portugal,Defender,DF,22,1.es Villarreal,2003,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0
Gustavo Velásquez,Paraguay,Defender,DF,35,1.py Cerro Porteño,1991,5,2,246,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Nishan Velupillay,Australia,Midfielder,MF,25,1.au Melb. Victory,2001,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Micky van de Ven,Netherlands,Defender,DFMF,25,1.eng Tottenham,2001,3,3,265,2.9,0,0,0,0,0,0,1,0,0.0,0.0
Bart Verbruggen,Netherlands,Goalkeeper,GK,23,1.eng Brighton,2002,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0
Matías Viña,Uruguay,Defender,DF,28,1.br Flamengo,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Federico Viñas,Uruguay,Forward,FW,27,1.es Oviedo,1998,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Denis Višinský,Czechia,Forward,FW,23,1.cz Viktoria Plzeň,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Pedro Vite,Ecuador,Midfielder,MF,24,1.mx UNAM,2002,4,4,360,4.0,0,1,1,0,0,0,0,0,0.0,0.25
Vitinha,Portugal,Midfielder,MF,26,1.fr PSG,2000,5,5,376,4.2,0,0,0,0,0,0,0,0,0.0,0.0
Nikola Vlašić,Croatia,Midfielder,MF,28,1.it Torino,1997,3,2,189,2.1,1,0,1,1,0,0,0,0,0.48,0.0
Cristian Volpato,Australia,Midfielder,MF,22,1.it Sassuolo,2003,3,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Vozinha,Cabo Verde,Goalkeeper,GK,40,2.pt Chaves,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0
Francis de Vries,New Zealand,Defender,DF,31,1.au Auckland FC,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Luka Vušković,Croatia,Defender,DF,19,1.de Hamburger SV,2007,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Elye Wahi,Côte d'Ivoire,Forward,FW,23,1.fr Nice,2003,3,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Aaron Wan-Bissaka,Congo DR,Defender,DF,28,1.eng West Ham,1997,4,4,354,3.9,0,0,0,0,0,0,0,0,0.0,0.0
Paul Wanner,Austria,Midfielder,MF,20,1.nl PSV,2005,4,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0
Tsuyoshi Watanabe,Japan,Defender,DF,29,1.nl Feyenoord,1997,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Cecilio Waterman,Panama,Forward,FW,35,1.cl U Concepción,1991,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Ollie Watkins,England,Forward,FWMF,30,1.eng Aston Villa,1995,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Timothy Weah,USA,Midfielder,MF,26,1.fr Marseille,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Wout Weghorst,Netherlands,Forward,FW,33,1.nl Ajax,1992,1,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Jacob Widell Zetterström,Sweden,Goalkeeper,GK,27,2.eng Derby County,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Silvan Widmer,Switzerland,Defender,DF,33,1.de Mainz 05,1993,5,1,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0
Iñaki Williams,Ghana,Midfielder,MFFW,31,1.es Athletic Club,1994,2,2,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0
Nico Williams,Spain,Midfielder,MF,23,1.es Athletic Club,2002,6,0,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8
Ronwen Williams,South Africa,Goalkeeper,GK,34,1.za Sundowns,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Patrick Wimmer,Austria,Forward,FWMF,25,1.de Wolfsburg,2001,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Florian Wirtz,Germany,Midfielder,MF,23,1.eng Liverpool,2003,4,4,361,4.0,0,3,3,0,0,0,0,0,0.0,0.75
Yoane Wissa,Congo DR,Forward,FW,29,1.eng Newcastle,1996,4,4,360,4.0,3,0,3,2,1,1,0,0,0.75,0.0
Axel Witsel,Belgium,Defender,DFMF,37,1.es Girona,1989,2,0,33,0.4,0,0,0,0,0,0,1,0,0.0,0.0
Nick Woltemade,Germany,Forward,FWMF,24,1.eng Newcastle,2002,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Chris Wood,New Zealand,Forward,FW,34,1.eng Nottingham,1991,3,3,270,3.0,0,2,2,0,0,0,0,0,0.0,0.67
Haji Wright,USA,Forward,FWMF,28,2.eng Coventry City,1998,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Granit Xhaka,Switzerland,Midfielder,MF,33,1.eng Sunderland,1992,6,6,600,6.7,1,0,1,0,1,1,2,0,0.15,0.0
Kevin Yakob,Iraq,Midfielder,MF,25,1.dk AGF,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Lamine Yamal,Spain,Midfielder,MFFW,18,1.es Barcelona,2007,8,7,614,6.8,1,0,1,1,0,0,0,0,0.15,0.0
Yannick,Cabo Verde,Midfielder,MF,30,2.pt Farense,1995,2,0,32,0.4,0,1,1,0,0,0,0,0,0.0,2.81
Gessime Yassine,Morocco,Midfielder,MF,20,1.fr Strasbourg,2005,3,0,80,0.9,1,0,1,1,0,0,0,0,1.13,0.0
John Yeboah,Ecuador,Midfielder,MF,25,2.it Venezia,2000,4,4,311,3.5,0,0,0,0,0,0,0,0,0.0,0.0
Tete Yengi,Australia,Forward,FW,25,1.jp Machida Zelvia,2000,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Kenan Yıldız,Türkiye,Midfielder,MF,21,1.it Juventus,2005,3,2,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0
Caleb Yirenkyi,Ghana,Midfielder,MF,20,1.dk Nordsjælland,2006,4,3,264,2.9,1,0,1,1,0,0,2,0,0.34,0.0
Seol Young-woo,Korea Republic,Midfielder,MF,27,1.rs Red Star,1998,3,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0
Manaf Younis,Iraq,Defender,DF,29,1.iq Al-Shorta,1996,1,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Aria Yousefi,IR Iran,Midfielder,MF,24,1.ir Sepahan,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Ali Yousif,Iraq,Forward,FW,30,1.iq Al-Talaba,1996,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0
İsmail Yüksek,Türkiye,Midfielder,MF,27,1.tr Fenerbahçe,1999,2,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0
Utkir Yusupov,Uzbekistan,Goalkeeper,GK,35,1.uz Navbahor,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Warren Zaïre-Emery,France,Midfielder,MF,20,1.fr PSG,2006,2,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Denis Zakaria,Switzerland,Defender,DF,29,1.fr Monaco,1996,4,4,357,4.0,0,0,0,0,0,0,2,0,0.0,0.0
Jaroslav Zelený,Czechia,Midfielder,MF,33,1.cz Sparta Prague,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Alejandro Zendejas,USA,Forward,FWMF,28,1.mx América,1998,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Besfort Zeneli,Sweden,Midfielder,MF,23,1.be Union SG,2002,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Ramiz Zerrouki,Algeria,Midfielder,MF,28,1.nl Twente,1998,3,2,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0
Luca Zidane,Algeria,Goalkeeper,GK,28,2.es Granada,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Mostafa Ziko,Egypt,Forward,FWMF,29,1.eg Pyramids FC,1997,5,5,370,4.1,2,1,3,2,0,0,0,0,0.49,0.24
David Zima,Czechia,Defender,DF,25,1.cz Slavia Prague,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Zizo,Egypt,Midfielder,MF,30,1.eg Al Ahly,1996,4,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Martín Zubimendi,Spain,Midfielder,MF,27,1.eng Arsenal,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Themba Zwane,South Africa,Forward,FWMF,36,1.za Sundowns,1989,1,0,23,0.3,0,0,0,0,0,0,0,1,0.0,0.0
Martin Ødegaard,Norway,Midfielder,MF,27,1.eng Arsenal,1998,5,5,470,5.2,0,4,4,0,0,0,0,0,0.0,0.77
Leo Østigård,Norway,Defender,DF,26,1.it Genoa,1999,5,1,146,1.6,1,0,1,1,0,0,0,0,0.62,0.0
